ID,Year,Games,PlateAppearences,AtBats,Runs,Hits,Doubles,Triples,HomeRuns,RunsBattedIn,StolenBases,CaughtStealing,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OnBasePlus,Total Bases,GroundIntoDoublePlays,HitByPitches,SacrificeHits,SacrificeFlies,IntentionalWalks,EarnedRunAverage,PitchedGames,GamesFinished,CompleteGames,Shutouts,Saves,InningsPitched,HitsAllowed,RunsAllowed,EarnedRuns,HomeRunsAllowed,WalksGiven,IntentionalWalksGiven,StrikeOutsGiven,BattersHit,Balks,WildPitches,BattersFaced,WalksHitsPerInningPitched,BattingAverageBallInPlay,HitsPer9,HomeRunsPer9,WalksPer9,StrikeOutsPer9,StrikeOutsPerWalk,ErrorsCommitted
46,1916,2494,37.15,32.85,3.56,8.13,1.2,0.46,0.15,3.02,1.1,0.34,2.84,3.82,0.248,0.312,0.326,0.638,10.71,,0.26,1.13,,,2.72,2494,0.47,0.53,0.09,0.07,9.03,8.14,3.56,2.73,0.15,2.84,,3.82,0.25,0.02,0.2,36.48,1.217,0.274,8.1,0.2,2.8,3.8,1.34,1.52
45,1915,3728,37.15,32.65,3.81,8.17,1.22,0.47,0.17,3.21,1.1,0.55,2.98,3.76,0.25,0.318,0.332,0.65,10.85,,0.27,1.19,,,2.9,3728,0.45,0.55,0.09,0.06,8.94,8.17,3.81,2.88,0.17,2.98,,3.79,0.27,0.02,0.2,36.34,1.248,0.277,8.2,0.2,3,3.8,1.27,1.58
44,1914,3760,37.03,32.6,3.86,8.28,1.23,0.46,0.19,3.25,1.22,0.36,2.96,3.93,0.254,0.321,0.337,0.659,11,,0.26,1.11,,,2.91,3760,0.45,0.55,0.09,0.06,8.91,8.27,3.86,2.88,0.19,2.96,,3.98,0.27,0.01,0.21,36.38,1.261,0.279,8.4,0.2,3,4,1.34,1.71
43,1913,2468,37.28,32.91,4.04,8.52,1.24,0.51,0.19,3.38,1.32,0.5,2.94,3.76,0.259,0.325,0.345,0.67,11.36,,0.28,1.03,,,3.07,2468,0.46,0.53,0.08,0.07,8.94,8.52,4.04,3.05,0.19,2.97,,3.83,0.28,0.02,0.21,36.81,1.285,0.284,8.6,0.2,3,3.9,1.29,1.64
42,1912,2464,37.93,33.3,4.53,8.94,1.36,0.55,0.18,3.81,1.38,0.54,3.12,3.93,0.269,0.337,0.359,0.695,11.94,,0.29,1.12,,,3.37,2464,0.41,0.58,0.06,0.05,8.88,8.92,4.52,3.32,0.18,3.11,,3.97,0.29,0.02,0.23,37.22,1.355,0.3,9,0.2,3.2,4,1.28,1.81
41,1911,2474,38.09,33.25,4.51,8.86,1.32,0.53,0.21,3.77,1.38,,3.17,3.99,0.266,0.336,0.357,0.693,11.87,,0.34,1.17,,,3.36,2474,0.42,0.58,0.07,0.06,8.91,8.85,4.51,3.33,0.21,3.2,,4,0.34,0.02,0.22,37,1.352,0.297,8.9,0.2,3.2,4,1.25,1.83
40,1910,2498,37.31,32.65,3.83,8.14,1.13,0.46,0.14,3.15,1.31,,2.97,3.87,0.249,0.318,0.326,0.644,10.63,,0.32,1.21,,,2.77,2498,0.38,0.62,0.09,0.05,8.96,8.14,3.84,2.76,0.14,3,,3.88,0.32,0.01,0.22,35.97,1.243,0.279,8.2,0.1,3,3.9,1.3,1.78
39,1909,2482,36.89,32.48,3.54,7.92,1.07,0.4,0.1,2.87,1.23,,2.62,3.78,0.244,0.306,0.311,0.618,10.11,,0.31,1.26,,,2.53,2482,0.35,0.65,0.11,0.05,8.95,7.91,3.55,2.52,0.1,2.68,,3.77,0.31,0.02,0.23,35.69,1.184,0.272,8,0.1,2.7,3.8,1.4,1.81
38,1908,2488,36.59,32.43,3.38,7.75,1.01,0.4,0.11,2.74,1.09,,2.36,3.65,0.239,0.297,0.305,0.602,9.89,,0.31,1.3,,,2.37,2488,0.33,0.67,0.12,0.04,8.97,7.73,3.38,2.36,0.11,2.46,,3.66,0.31,0.01,0.19,35.59,1.137,0.267,7.8,0.1,2.5,3.7,1.49,1.7
37,1907,2466,36.6,32.56,3.52,7.99,1,0.39,0.1,2.87,1.13,,2.47,3.58,0.245,0.305,0.309,0.614,10.07,,0.3,1.06,,,2.5,2466,0.26,0.74,0.11,0.04,8.85,7.97,3.53,2.46,0.1,2.56,,3.53,0.31,0.01,0.19,35.48,1.19,0.326,8.1,0.1,2.6,3.6,1.38,1.72
36,1906,2456,36.65,32.6,3.61,8.04,1.07,0.41,0.11,2.96,1.22,,2.51,3.71,0.247,0.306,0.314,0.621,10.25,,0.3,1.1,,,2.66,2456,0.22,0.78,0.11,0.04,8.84,8.02,3.62,2.61,0.11,2.55,,3.7,0.31,0.01,0.19,35.64,1.196,0.316,8.2,0.1,2.6,3.8,1.45,1.73
35,1905,2474,37.09,33.08,3.89,8.2,1.16,0.45,0.14,3.21,1.19,,2.5,3.85,0.248,0.307,0.323,0.63,10.68,,0.33,1.01,,,2.82,2474,0.2,0.8,0.09,0.02,8.88,8.17,3.9,2.78,0.14,2.54,,3.87,0.34,0.01,0.22,35.96,1.205,0.315,8.3,0.1,2.6,3.9,1.53,1.83
34,1904,2498,36.62,33.02,3.72,8.15,1.14,0.46,0.13,3.04,1.11,,2.23,3.72,0.247,0.301,0.321,0.622,10.61,,0.31,0.89,,,2.66,2498,0.12,0.88,0.1,0.02,8.81,8.15,3.73,2.6,0.13,2.3,,3.72,0.32,0.02,0.2,36.04,1.186,0.297,8.3,0.1,2.3,3.8,1.62,1.88
33,1903,2228,37.65,33.86,4.44,8.88,1.36,0.52,0.15,3.66,1.23,,2.41,3.55,0.262,0.317,0.346,0.664,11.73,,0.33,0.9,,,3.11,2228,0.14,0.86,0.07,0.02,8.82,8.87,4.44,3.05,0.15,2.44,,3.58,0.34,0.01,0.2,36.64,1.284,0.32,9.1,0.2,2.5,3.6,1.46,2.1
32,1902,2234,37.85,34.15,4.43,9.11,1.27,0.44,0.16,3.7,1.2,,2.44,2.97,0.267,0.322,0.344,0.665,11.73,,0.32,0.82,,,3.17,2234,0.12,0.87,0.07,0.01,8.83,9.11,4.43,3.11,0.16,2.44,,2.98,0.34,0.01,0.18,36.96,1.307,0.339,9.3,0.2,2.5,3,1.22,2.13
31,1901,2220,38.43,34.73,4.99,9.44,1.32,0.56,0.2,4.12,1.28,,2.46,3.14,0.272,0.327,0.36,0.686,12.49,,0.37,0.75,,,3.49,2220,0.14,0.86,0.05,0.02,8.8,9.44,4.99,3.41,0.2,2.46,,3.14,0.39,0.01,0.21,37.62,1.352,0.352,9.7,0.2,2.5,3.2,1.28,2.4
30,1900,1138,38.21,34.39,5.21,9.6,1.26,0.53,0.22,4.33,1.48,,2.67,2.36,0.279,0.339,0.366,0.705,12.59,,0.45,0.71,,,3.69,1138,0.18,0.82,0.06,0.01,8.71,9.6,5.21,3.58,0.22,2.67,,2.37,0.47,0.01,0.19,37.54,1.408,,9.9,0.2,2.8,2.4,0.89,2.42
29,1899,1846,37.93,34.04,5.24,9.61,1.19,0.55,0.19,4.33,1.45,,2.7,2.09,0.282,0.343,0.366,0.71,12.47,,0.47,0.72,,,3.85,1846,0.13,0.86,0.05,0.02,8.61,9.61,5.24,3.68,0.19,2.7,,2.09,0.48,0.03,0.2,37.28,1.43,,10,0.2,2.8,2.2,0.78,2.41
28,1898,1842,37.98,34.02,4.96,9.2,1.13,0.49,0.16,4.14,1.12,,2.76,2.29,0.271,0.334,0.347,0.681,11.8,,0.47,0.73,,,3.6,1842,0.13,0.87,0.05,0.01,8.66,9.2,4.96,3.47,0.16,2.76,,2.31,0.48,0.01,0.21,37.3,1.382,,9.6,0.2,2.9,2.4,0.83,2.38
27,1897,1622,39.01,34.93,5.88,10.19,1.43,0.59,0.23,4.94,1.67,,2.92,2.3,0.292,0.354,0.386,0.74,13.49,,0.46,0.7,,,4.3,1622,0.16,0.84,0.03,0.02,8.63,10.19,5.88,4.13,0.23,2.92,,2.3,0.46,0,0.25,38.35,1.518,,10.6,0.2,3,2.4,0.79,2.48
26,1896,1584,39.29,35.09,6.04,10.19,1.37,0.64,0.26,5.08,1.93,,3.06,2.22,0.29,0.354,0.387,0.742,13.59,,0.4,0.73,,,4.36,1584,0.18,0.82,0.03,0.02,8.69,10.19,6.04,4.21,0.26,3.06,,2.22,0.4,0,0.26,38.6,1.526,,10.6,0.3,3.2,2.3,0.73,2.58
25,1895,1598,39.78,35.54,6.58,10.53,1.51,0.62,0.31,5.51,1.81,,3.2,2.27,0.296,0.361,0.4,0.761,14.2,,0.42,0.62,,,4.77,1598,0.19,0.81,0.03,0.03,8.64,10.53,6.58,4.58,0.31,3.2,,2.27,0.42,0,0.25,39.2,1.59,,11,0.3,3.3,2.4,0.71,2.89
24,1894,1598,40.8,36.03,7.38,11.14,1.72,0.81,0.39,6.25,1.97,,3.67,2.09,0.309,0.379,0.435,0.814,15.68,,0.38,0.72,,,5.33,1598,0.19,0.81,0.02,0.02,8.66,11.14,7.38,5.12,0.39,3.67,,2.09,0.38,0,0.31,40.12,1.712,,11.6,0.4,3.8,2.2,0.57,3.04
23,1893,1570,40.56,36.24,6.57,10.14,1.4,0.67,0.29,5.45,1.75,,3.91,2.13,0.28,0.356,0.379,0.736,13.75,,0.41,,,,4.66,1570,0.18,0.82,0.03,0.02,8.83,10.14,6.57,4.57,0.29,3.91,,2.13,0.41,0,0.33,40.59,1.591,,10.3,0.3,4,2.2,0.54,2.92
22,1892,1842,38.34,34.68,5.1,8.49,1.09,0.55,0.23,4,1.74,,3.35,3.24,0.245,0.317,0.328,0.644,11.36,,0.3,,,,3.28,1842,0.12,0.88,0.05,0.01,8.74,8.49,5.09,3.19,0.23,3.35,,3.25,0.3,0,0.33,38.37,1.355,,8.7,0.2,3.5,3.3,0.97,3.03
21,1891,2218,39.08,35.01,5.7,8.89,1.19,0.57,0.26,4.49,1.88,,3.62,3.45,0.254,0.331,0.343,0.674,12.01,,0.44,,,,3.53,2218,0.14,0.86,0.04,0.02,8.77,8.89,5.7,3.44,0.26,3.62,,3.45,0.44,0,0.46,39.12,1.426,,9.1,0.3,3.7,3.5,0.95,3.18
20,1890,3222,39.2,35.15,6.02,9.15,1.31,0.59,0.24,4.58,2.13,,3.64,2.04,0.26,0.337,0.351,0.688,12.34,,0.42,,,,3.88,3222,0.1,0.89,0.04,0.01,8.74,9.14,6.02,3.77,0.24,3.64,,3.4,0.42,0.01,0.5,39.26,1.461,,9.4,0.2,3.7,3.5,0.93,3.32
19,1889,2180,38.79,35.08,5.96,9.25,1.38,0.5,0.31,4.69,2.21,,3.36,3.52,0.264,0.334,0.358,0.692,12.55,,0.35,,,,3.93,2180,0.11,0.89,0.04,0.02,8.72,9.22,5.96,3.81,0.31,3.36,,3.53,0.36,0,0.52,38.77,1.442,,9.5,0.3,3.5,3.6,1.05,3.42
18,1888,2184,37.08,34.54,4.87,8.24,1.12,0.48,0.24,3.68,2.41,,2.16,3.76,0.239,0.291,0.32,0.611,11.04,,0.38,,,,2.95,2184,0.04,0.96,0.07,0.01,8.82,8.24,4.87,2.89,0.24,2.16,,3.77,0.38,0,0.61,37.11,1.18,,8.4,0.2,2.2,3.8,1.74,3.44
17,1887,2116,38.53,35.32,6.34,9.56,1.46,0.66,0.29,4.91,3,,2.86,2.8,0.271,0.332,0.374,0.705,13.2,,0.35,,,,4.17,2116,0.04,0.95,0.03,0.01,8.68,9.56,6.34,4.03,0.29,2.86,,2.8,0.35,0,0.61,38.48,1.43,,9.9,0.3,3,2.9,0.98,3.81
16,1886,2104,37.45,34.66,5.47,8.54,1.27,0.55,0.2,3.92,1.54,,2.64,2.02,0.246,0.303,0.332,0.634,11.5,,0.15,,,,3.37,2104,0.04,0.95,0.05,0.01,8.69,8.54,5.47,3.25,0.2,2.65,,4.3,0.15,0,0.7,37.53,1.288,,8.8,0.2,2.7,4.5,1.62,3.77
15,1885,1780,37.41,35.24,5.22,8.6,1.23,0.54,0.18,3.64,,,1.98,1.87,0.244,0.288,0.325,0.613,11.46,,0.19,,,,3.03,1780,0.04,0.96,0.06,0.01,8.83,8.6,5.22,2.98,0.18,1.98,,3.77,0.19,0.02,0.68,37.42,1.198,,8.8,0.2,2,3.8,1.9,3.94
14,1884,3088,37.15,35.4,5.42,8.61,1.3,0.5,0.22,--,,,1.6,1.4,0.243,0.279,0.327,0.606,11.58,,0.15,,,,3.11,3088,0.06,0.93,0.06,0.01,8.73,8.61,5.42,3.01,0.22,1.6,,4.8,0.15,0,0.71,37.37,1.17,,8.9,0.2,1.7,5,3,4.71
13,1883,1570,38.21,36.73,5.75,9.44,1.58,0.6,0.15,--,,,1.48,1.83,0.257,0.286,0.345,0.631,12.69,,,,,,3.22,1570,0.08,0.92,0.05,0.01,8.84,9.44,5.75,3.16,0.15,1.48,,3.37,,0,0.5,38.24,1.236,,9.6,0.2,1.5,3.4,2.27,4.88
12,1882,1144,37.77,36.38,5.33,9.03,1.41,0.54,0.16,--,,,1.39,1.89,0.248,0.276,0.33,0.606,12,,,,,,2.8,1144,0.05,0.94,0.06,0,8.87,9.03,5.33,2.76,0.16,1.39,,2.92,,0,0.52,37.87,1.175,,9.2,0.2,1.4,3,2.1,4.75
11,1881,672,37.81,36.28,5.1,9.43,1.59,0.45,0.11,3.7,,,1.54,2.65,0.26,0.29,0.338,0.628,12.27,,,,,,2.77,672,0.06,0.94,0.08,0,8.91,9.42,5.1,2.75,0.11,1.54,,2.65,,0.01,0.51,37.81,1.23,,9.5,0.1,1.6,2.7,1.72,4.14
10,1880,680,36.83,35.74,4.69,8.74,1.44,0.48,0.09,3.27,,,1.09,2.93,0.245,0.267,0.32,0.587,11.42,,,,,,2.37,680,0.11,0.89,0.07,0.02,8.87,8.74,4.69,2.34,0.09,1.09,,2.92,,0,0.43,36.83,1.108,,8.9,0.1,1.1,3,2.69,4.34
9,1879,642,38.42,37.62,5.31,9.61,1.49,0.49,0.09,3.67,,,0.79,2.87,0.255,0.271,0.329,0.599,12.36,,,,,,2.5,642,0.05,0.95,0.07,0,9.03,9.61,5.31,2.5,0.09,0.79,,2.87,,0,0.57,38.42,1.152,,9.6,0.1,0.8,2.9,3.63,4.87
8,1878,368,38.07,37.08,5.17,9.62,1.31,0.36,0.06,3.62,,,0.99,2.94,0.259,0.279,0.319,0.598,11.83,,,,,,2.3,368,0.04,0.96,0.07,0,9.03,9.61,5.17,2.31,0.06,0.99,,2.94,,0,0.64,38.09,1.174,,9.6,0.1,1,2.9,2.97,4.83
7,1877,360,38.92,37.96,5.67,10.29,1.2,0.57,0.07,3.92,,,0.96,2.02,0.271,0.289,0.338,0.627,12.82,,,,,,2.81,360,0.09,0.91,0.06,0.01,9,10.29,5.67,2.81,0.07,0.96,,2.02,,0,0.56,38.91,1.25,,10.3,0.1,1,2,2.1,5.16
6,1876,520,39.34,38.69,5.9,10.27,1.22,0.35,0.08,3.82,,,0.65,1.13,0.265,0.277,0.321,0.598,12.41,,,,,,2.31,520,0.09,0.91,0.09,0.03,9.11,10.27,5.9,2.34,0.08,0.65,,1.13,,0,0.36,39.49,1.197,,10.1,0.1,0.6,1.1,1.75,6.01
5,1875,690,39.25,38.89,6.14,9.87,1.22,0.4,0.06,3.93,0.91,0.46,0.36,0.98,0.254,0.261,0.31,0.571,12.05,0.21,,,,,2.23,690,0.1,0.9,0.07,0.03,8.97,9.87,6.14,2.22,0.06,0.36,,0.98,,0.01,0.48,39.25,1.141,,9.9,0.1,0.4,1,2.71,6.96
4,1874,464,41.69,41.17,7.48,11.26,1.37,0.42,0.09,4.85,0.52,0.21,0.51,0.77,0.273,0.282,0.333,0.616,13.72,0.23,,,,,2.19,464,0.05,0.95,0.03,0.01,8.99,11.26,7.48,2.19,0.09,0.51,,0.77,,0,0.27,41.69,1.31,,11.3,0.1,0.5,0.8,1.5,8.14
3,1873,398,43.45,42.61,8.99,12.38,1.43,0.53,0.12,5.86,0.79,0.33,0.84,0.7,0.29,0.304,0.357,0.661,15.22,0.31,,,,,3.4,398,0.09,0.91,0.02,0.02,9.01,12.38,8.99,3.4,0.12,0.84,,0.7,,0,0.31,43.45,1.468,,12.4,0.1,0.8,0.7,0.83,8.02
2,1872,366,43.52,42.8,9.26,12.2,1.59,0.4,0.1,5.83,0.73,0.37,0.72,0.72,0.285,0.297,0.348,0.645,14.89,0.27,,,,,3.66,366,0.11,0.89,0.03,0.02,8.98,12.2,9.26,3.65,0.1,0.72,,0.72,,0.01,0.55,43.52,1.439,,12.2,0.1,0.7,0.7,1.01,7.5
1,1871,254,44.15,42.61,10.47,12.21,1.71,0.94,0.19,7.02,1.74,0.48,1.55,0.69,0.287,0.312,0.384,0.695,16.35,0.29,,,,,4.22,254,0.09,0.91,0.02,0.02,8.86,12.21,10.47,4.15,0.19,1.55,,0.69,,0.01,0.82,44.15,1.553,,12.4,0.2,1.6,0.7,0.45,7.61
